paper,title,topic
237,Smuggling in the Shadows: Silent Install Usage in Android Apps and Security Implications,Malware
237,Smuggling in the Shadows: Silent Install Usage in Android Apps and Security Implications,Mobile security and privacy
237,Smuggling in the Shadows: Silent Install Usage in Android Apps and Security Implications,Software security
238,Breakdown Resilience of Key Exchange Protocols and the Case of NewHope and TLS 1.3,Applied cryptography
238,Breakdown Resilience of Key Exchange Protocols and the Case of NewHope and TLS 1.3,Protocols
239,LightBox: SGX-assisted Secure Network Functions at Near-native Speed,Cloud security
239,LightBox: SGX-assisted Secure Network Functions at Near-native Speed,Network security
239,LightBox: SGX-assisted Secure Network Functions at Near-native Speed,Privacy-preserving systems
240,Towards Sustainable Evolution for the TLS Public-Key Infrastructure,Network security
240,Towards Sustainable Evolution for the TLS Public-Key Infrastructure,Protocols
241,Machine Learning over Hybrid Data: Secure Realization and Acceleration,Cloud security
241,Machine Learning over Hybrid Data: Secure Realization and Acceleration,Machine learning
241,Machine Learning over Hybrid Data: Secure Realization and Acceleration,Privacy-preserving systems
242,3DSafe: Thwarting Collision Causing Instruction Attacks in 3D Printers,Cyber-physical systems (including IoT) security
242,3DSafe: Thwarting Collision Causing Instruction Attacks in 3D Printers,Hardware and architecture security
242,3DSafe: Thwarting Collision Causing Instruction Attacks in 3D Printers,Information flow
242,3DSafe: Thwarting Collision Causing Instruction Attacks in 3D Printers,Malware
242,3DSafe: Thwarting Collision Causing Instruction Attacks in 3D Printers,Software security
243,On the (statistical) Detection of Adversarial Examples,Machine learning
244,ShieldStore: Shielded In-memory Key-value Storage with SGX,Cloud security
244,ShieldStore: Shielded In-memory Key-value Storage with SGX,Hardware and architecture security
245,Privacy Amplification against Active Adversaries for Secure Quantum Communication,Applied cryptography
245,Privacy Amplification against Active Adversaries for Secure Quantum Communication,Network security
245,Privacy Amplification against Active Adversaries for Secure Quantum Communication,Protocols
246,Who is Knocking on Telnet Port: A Large-Scale Empirical Study of Network Scanning,Network security
247,Identity-Based Format-Preserving Encryption,Applied cryptography
248,Borrowing Information Flow Security from a Secure Kernel,Information flow
248,Borrowing Information Flow Security from a Secure Kernel,Secure and verifiable computation
248,Borrowing Information Flow Security from a Secure Kernel,Software security
248,Borrowing Information Flow Security from a Secure Kernel,Web security and privacy
249,Deterministic Browser,Web security and privacy
250,On Ends-to-Ends Encryption: Asynchronous Group Messaging with Strong Security Guarantees,Applied cryptography
250,On Ends-to-Ends Encryption: Asynchronous Group Messaging with Strong Security Guarantees,Authentication and authorization
250,On Ends-to-Ends Encryption: Asynchronous Group Messaging with Strong Security Guarantees,Mobile security and privacy
250,On Ends-to-Ends Encryption: Asynchronous Group Messaging with Strong Security Guarantees,Network security
250,On Ends-to-Ends Encryption: Asynchronous Group Messaging with Strong Security Guarantees,Protocols
250,On Ends-to-Ends Encryption: Asynchronous Group Messaging with Strong Security Guarantees,Web security and privacy
251,"Boosting Private Payments in Monero - New Attacks, Exact Cryptographic Definitions, and Sublinear Ring Signatures",Anonymity
251,"Boosting Private Payments in Monero - New Attacks, Exact Cryptographic Definitions, and Sublinear Ring Signatures",Applied cryptography
252,Post-Quantum Zero-Knowledge and Signatures from Symmetric-Key Primitives,Applied cryptography
252,Post-Quantum Zero-Knowledge and Signatures from Symmetric-Key Primitives,Authentication and authorization
253,Refreshing Coins for Giving Change and Refunds in Chaum-style Anonymous Payment Systems,Anonymity
253,Refreshing Coins for Giving Change and Refunds in Chaum-style Anonymous Payment Systems,Applied cryptography
253,Refreshing Coins for Giving Change and Refunds in Chaum-style Anonymous Payment Systems,Privacy-preserving systems
253,Refreshing Coins for Giving Change and Refunds in Chaum-style Anonymous Payment Systems,Protocols
253,Refreshing Coins for Giving Change and Refunds in Chaum-style Anonymous Payment Systems,Web security and privacy
254,ELF GOT Problems? C F I Can Help.,Software security
255,Early Stage Malware Prediction,Machine learning
255,Early Stage Malware Prediction,Malware
256,Toward Secure Drones System: Flying with Real-time Homomorphic Authenticated Encryption,Applied cryptography
256,Toward Secure Drones System: Flying with Real-time Homomorphic Authenticated Encryption,Authentication and authorization
256,Toward Secure Drones System: Flying with Real-time Homomorphic Authenticated Encryption,Hardware and architecture security
256,Toward Secure Drones System: Flying with Real-time Homomorphic Authenticated Encryption,Privacy-preserving systems
256,Toward Secure Drones System: Flying with Real-time Homomorphic Authenticated Encryption,Secure and verifiable computation
257,A type system for privacy properties,Language-based security
257,A type system for privacy properties,Protocols
259,A Framework for Constructing Fast MPC over Arithmetic Circuits with Malicious Adversaries and an Honest-Majority,<none>
260,A Programmable Threat Intelligence Framework for Containerized Clouds,Cloud security
260,A Programmable Threat Intelligence Framework for Containerized Clouds,Distributed systems security
260,A Programmable Threat Intelligence Framework for Containerized Clouds,Network security
262,An Efficiently Searchable Encrypted Data Structure for Range Queries,Applied cryptography
262,An Efficiently Searchable Encrypted Data Structure for Range Queries,Cloud security
262,An Efficiently Searchable Encrypted Data Structure for Range Queries,Secure and verifiable computation
263,More is Less: How Group Chats Weaken the Security of Instant Messengers,Mobile security and privacy
263,More is Less: How Group Chats Weaken the Security of Instant Messengers,Protocols
264,Dynamic Packet Forwarding Verification in SDN,Network security
264,Dynamic Packet Forwarding Verification in SDN,Protocols
265,Understanding and Automatically Preventing Injection Attacks on Node.js,Software security
265,Understanding and Automatically Preventing Injection Attacks on Node.js,Web security and privacy
267,Bitter Harvest: Fingerprinting SSH Honeypots at Internet Scale,Intrusion detection
267,Bitter Harvest: Fingerprinting SSH Honeypots at Internet Scale,Network security
267,Bitter Harvest: Fingerprinting SSH Honeypots at Internet Scale,User studies
268,PrivMin: Differentially Private MinHash for Jaccard Similarity Computation,Privacy-preserving systems
268,PrivMin: Differentially Private MinHash for Jaccard Similarity Computation,Protocols
269,The TypTop System: Personalized Typo-tolerant Password Checking,Applied cryptography
269,The TypTop System: Personalized Typo-tolerant Password Checking,User studies
269,The TypTop System: Personalized Typo-tolerant Password Checking,Web security and privacy
270,VoltageIDS: Low-Level Communication characteristics for Automotive Intrusion Detection System,Authentication and authorization
270,VoltageIDS: Low-Level Communication characteristics for Automotive Intrusion Detection System,Cyber-physical systems (including IoT) security
270,VoltageIDS: Low-Level Communication characteristics for Automotive Intrusion Detection System,Intrusion detection
271,Attacking FHE-based applications by software fault injections,Applied cryptography
271,Attacking FHE-based applications by software fault injections,Cloud security
272,Viden: Attacker Identification on In-Vehicle Networks,Cyber-physical systems (including IoT) security
273,A Secure and Efficient Mobile Device Pairing Mechanism via Indoor Electromagnetic Field,Mobile security and privacy
274,UltraVag: Unlinkability Through Random Virtual Identifier Sub-tree Spinning,Anonymity
274,UltraVag: Unlinkability Through Random Virtual Identifier Sub-tree Spinning,Network security
275,Control-Flow Integrity for Real-Time Embedded Systems,Cyber-physical systems (including IoT) security
275,Control-Flow Integrity for Real-Time Embedded Systems,Software security
276,"Automated Detection, Exploitation, and Prevention of Double-Fetch Bugs using Modern Processor Features",Software security
277,KeyDrown: Eliminating Keystroke Timing Side-Channel Attacks,Software security
278,Enabling Inference Control on Mobile Sensing Applications,Mobile security and privacy
278,Enabling Inference Control on Mobile Sensing Applications,Privacy-preserving systems
279,Deceptive Secret Sharing,Distributed systems security
279,Deceptive Secret Sharing,Privacy-preserving systems
280,You Can Get There From Here: Circumventing Fine-Grained Memory Re-Randomization via Relative-Address Attacks,Software security
281,Do Smartphone Motion Sensors Pose a Threat to Speech Privacy?,Mobile security and privacy
282,Optimus Prime: Linear transformations to secure machine learning systems,Machine learning
282,Optimus Prime: Linear transformations to secure machine learning systems,Metrics
283,Forward-Security under Continual Leakage,Applied cryptography
284,A Study on APT Attack Detection Through Network-based Behavior Profiling and Traffic Flow Analysis,Malware
284,A Study on APT Attack Detection Through Network-based Behavior Profiling and Traffic Flow Analysis,Network security
285,Get in line: Membership verification for urban vehicle platoons based on driving trajectories,Authentication and authorization
285,Get in line: Membership verification for urban vehicle platoons based on driving trajectories,Cyber-physical systems (including IoT) security
285,Get in line: Membership verification for urban vehicle platoons based on driving trajectories,Distributed systems security
285,Get in line: Membership verification for urban vehicle platoons based on driving trajectories,Mobile security and privacy
286,Leakage-Resilient and Misuse-Resistant Authenticated Encryption,Applied cryptography
286,Leakage-Resilient and Misuse-Resistant Authenticated Encryption,Hardware and architecture security
287,Hiding in Plain Sight: A Longitudinal Study of Combosquatting Abuse,Malware
287,Hiding in Plain Sight: A Longitudinal Study of Combosquatting Abuse,Network security
288,On the (in)security of encryption over compression in TLS,Applied cryptography
288,On the (in)security of encryption over compression in TLS,Web security and privacy
289,Feature Conservation in Adversarial Classifier Evasion,Machine learning
289,Feature Conservation in Adversarial Classifier Evasion,Malware
290,"Thunder - When Clouds Intersect (or, Private Set Intersection of Outsourced Data)",Privacy-preserving systems
290,"Thunder - When Clouds Intersect (or, Private Set Intersection of Outsourced Data)",Secure and verifiable computation
291,Controlled-Channel Attacks Beyond the Usual Suspects: Information Leakage from Elementary CPU Behavior,Cyber-physical systems (including IoT) security
291,Controlled-Channel Attacks Beyond the Usual Suspects: Information Leakage from Elementary CPU Behavior,Hardware and architecture security
291,Controlled-Channel Attacks Beyond the Usual Suspects: Information Leakage from Elementary CPU Behavior,Secure and verifiable computation
292,Practical x86 Timing-Based Software Attestation Forgery,Forensics
292,Practical x86 Timing-Based Software Attestation Forgery,Hardware and architecture security
292,Practical x86 Timing-Based Software Attestation Forgery,Intrusion detection
292,Practical x86 Timing-Based Software Attestation Forgery,Secure and verifiable computation
292,Practical x86 Timing-Based Software Attestation Forgery,Software security
293,AdBudgetKiller: Online Advertising Budget Draining Attack,Web security and privacy
294,Mayall: A Framework for Desktop JavaScript Auditing and Post-Exploitation Analysis,Malware
294,Mayall: A Framework for Desktop JavaScript Auditing and Post-Exploitation Analysis,Software security
294,Mayall: A Framework for Desktop JavaScript Auditing and Post-Exploitation Analysis,Web security and privacy
295,Manipulating Machine Learning: Poisoning Attacks and Countermeasures for Supervised Regression Learning,Machine learning
296,Practical Compiler-assisted Code Randomization,Software security
297,Securing Mobile Data Collectors by Integrating Software Attestation and Encrypted Data Repositories,Applied cryptography
297,Securing Mobile Data Collectors by Integrating Software Attestation and Encrypted Data Repositories,Cyber-physical systems (including IoT) security
297,Securing Mobile Data Collectors by Integrating Software Attestation and Encrypted Data Repositories,Distributed systems security
297,Securing Mobile Data Collectors by Integrating Software Attestation and Encrypted Data Repositories,Mobile security and privacy
297,Securing Mobile Data Collectors by Integrating Software Attestation and Encrypted Data Repositories,Secure and verifiable computation
298,Differentially private and utility preserving publication of trajectory data,Anonymity
298,Differentially private and utility preserving publication of trajectory data,Mobile security and privacy
298,Differentially private and utility preserving publication of trajectory data,Privacy-preserving systems
299,ERASER: Your Data Won't Be Back,<none>
300,Software Countermeasure against Fault Injection and Side-Channel Attacks,Applied cryptography
301,Nameles: A System for Real-Time Invalid Ad Traffic Detection at Scale,Web security and privacy
302,Signal Monitoring in Cyber-Physical Systems for Attack Detection with Distributed Neural Networks,Cyber-physical systems (including IoT) security
302,Signal Monitoring in Cyber-Physical Systems for Attack Detection with Distributed Neural Networks,Machine learning
303,Evaluating Privacy Leakage of Generative Models using Generative Adversarial Networks,Machine learning
304,Detecting Structurally Anomalous Logins Within Enterprise Networks,Authentication and authorization
304,Detecting Structurally Anomalous Logins Within Enterprise Networks,Intrusion detection
304,Detecting Structurally Anomalous Logins Within Enterprise Networks,Machine learning
304,Detecting Structurally Anomalous Logins Within Enterprise Networks,Network security
305,The VACCINE Framework for Building DLP Systems,Access control
305,The VACCINE Framework for Building DLP Systems,Information flow
305,The VACCINE Framework for Building DLP Systems,Privacy policies
306,Back to the drawing board: Revisiting the design of optimal location privacy-preserving mechanisms,Metrics
306,Back to the drawing board: Revisiting the design of optimal location privacy-preserving mechanisms,Privacy-preserving systems
308,Proactive Identification of Exploits in the Wild Through Vulnerability Mentions Online,Language-based security
308,Proactive Identification of Exploits in the Wild Through Vulnerability Mentions Online,Machine learning
308,Proactive Identification of Exploits in the Wild Through Vulnerability Mentions Online,Software security
309,Large-Scale Detection of Malicious Lateral Movement,Forensics
309,Large-Scale Detection of Malicious Lateral Movement,Intrusion detection
310,Changing Users' Software Update Behavior via Video-Based Emotional Inoculation and Social Motivation Interventions,User studies
311,Membership Function Sensitivity Using a Fuzzy Genetic Algorithm for Intrusion Detection,Intrusion detection
311,Membership Function Sensitivity Using a Fuzzy Genetic Algorithm for Intrusion Detection,Machine learning
311,Membership Function Sensitivity Using a Fuzzy Genetic Algorithm for Intrusion Detection,Network security
313,Tamper-Proof Systems by Physical Unclonable Envelopes,Hardware and architecture security
314,The road not taken: Secure asymmetry and deployability for decoy routing systems,Censorship-resistance
314,The road not taken: Secure asymmetry and deployability for decoy routing systems,Protocols
315,Post-Quantum SPA: Post-Quantum Secure Private Stream Aggregation,Applied cryptography
315,Post-Quantum SPA: Post-Quantum Secure Private Stream Aggregation,Privacy-preserving systems
316,Cusper: A Formal Approach to Resolving the Predicament of Android Custom Permissions,Mobile security and privacy
317,"After You, Please: Browser Extensions Order Attacks",Malware
317,"After You, Please: Browser Extensions Order Attacks",Web security and privacy
318,How Unique is Your .onion? An Analysis of the Fingerprintability of Tor Onion Services,Anonymity
318,How Unique is Your .onion? An Analysis of the Fingerprintability of Tor Onion Services,Web security and privacy
319,No-Match Attacks and Robust Partnering Definitions -- Defining Trivial Attacks for Security Protocols is Not Trivial,Applied cryptography
319,No-Match Attacks and Robust Partnering Definitions -- Defining Trivial Attacks for Security Protocols is Not Trivial,Protocols
320,Design and Implementation of a Biodiversity-inspired DNS security framework,Network security
321,Deception and Misunderstanding: Analyzing Email Spoofing from User Perspectives,Authentication and authorization
321,Deception and Misunderstanding: Analyzing Email Spoofing from User Perspectives,Network security
321,Deception and Misunderstanding: Analyzing Email Spoofing from User Perspectives,User studies
322,Temporal Consistency of Integrity-Ensuring Computations and Applications to Embedded Systems Security,Cyber-physical systems (including IoT) security
322,Temporal Consistency of Integrity-Ensuring Computations and Applications to Embedded Systems Security,Malware
323,Sudden Death of Live Migration and Its Security Implications,Cloud security
323,Sudden Death of Live Migration and Its Security Implications,Network security
324,Use-After-Free Mitigation via Protected Heap Allocation,Network security
324,Use-After-Free Mitigation via Protected Heap Allocation,Web security and privacy
325,Where the Wild Warnings Are: Root Causes of Chrome HTTPS Certificate Errors,Network security
325,Where the Wild Warnings Are: Root Causes of Chrome HTTPS Certificate Errors,User studies
325,Where the Wild Warnings Are: Root Causes of Chrome HTTPS Certificate Errors,Web security and privacy
326,Stealing Hyperparameters in Machine Learning,Cloud security
326,Stealing Hyperparameters in Machine Learning,Machine learning
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Authentication and authorization
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Cloud security
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Cyber-physical systems (including IoT) security
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Hardware and architecture security
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Malware
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Mobile security and privacy
327,"Anatomy of a Vulnerable Fitness Tracking System: Dissecting the Fitbit Cloud, App, and Firmware",Web security and privacy
329,Asm2Vec: Learning Robust Assembly Code Representation for Semantic Clone Analysis,Machine learning
329,Asm2Vec: Learning Robust Assembly Code Representation for Semantic Clone Analysis,Malware
329,Asm2Vec: Learning Robust Assembly Code Representation for Semantic Clone Analysis,Software security
330,Home Digital Voice Assistants: Security Threats and Countermeasure,Cyber-physical systems (including IoT) security
330,Home Digital Voice Assistants: Security Threats and Countermeasure,Mobile security and privacy
331,Privacy Preserving Autoencoder,Anonymity
333,Environment Targeted Parameter Trojaning Atacks for Cyber-physical Systems,Cyber-physical systems (including IoT) security
334,Adding Privacy to Publicly-Accessible Data Storage,Access control
334,Adding Privacy to Publicly-Accessible Data Storage,Applied cryptography
334,Adding Privacy to Publicly-Accessible Data Storage,Cloud security
335,Flat ORAM: A Simplified {Write-Only} Oblivious RAM Construction for Secure Processors,Cloud security
335,Flat ORAM: A Simplified {Write-Only} Oblivious RAM Construction for Secure Processors,Hardware and architecture security
335,Flat ORAM: A Simplified {Write-Only} Oblivious RAM Construction for Secure Processors,Privacy-preserving systems
336,"How to create a ""fanTabulous"" password",Authentication and authorization
336,"How to create a ""fanTabulous"" password",User studies
337,RAN: Routing Around Nation-States,Network security
337,RAN: Routing Around Nation-States,Privacy-preserving systems
338,Heavy Light Encrypted Graphs: Efficient Graph Encryption Schemes for Path Queries,Applied cryptography
338,Heavy Light Encrypted Graphs: Efficient Graph Encryption Schemes for Path Queries,Cloud security
338,Heavy Light Encrypted Graphs: Efficient Graph Encryption Schemes for Path Queries,Privacy-preserving systems
339,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR,Applied cryptography
339,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR,Distributed systems security
339,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR,Mobile security and privacy
339,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR,Privacy-preserving systems
339,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR,Protocols
339,Querying for Queries: Indexes of Queries for Efficient and Expressive IT-PIR,Web security and privacy
340,OCDN: Oblivious Content Distribution Networks,Anonymity
340,OCDN: Oblivious Content Distribution Networks,Cloud security
340,OCDN: Oblivious Content Distribution Networks,Distributed systems security
340,OCDN: Oblivious Content Distribution Networks,Network security
340,OCDN: Oblivious Content Distribution Networks,Privacy-preserving systems
341,Protecting the Stack with Metadata Policies and Tagged Hardware,Hardware and architecture security
341,Protecting the Stack with Metadata Policies and Tagged Hardware,Software security
342,Message Detectable CP-ABE: How to Protect Your Digital Rights,Applied cryptography
343,"Searchable Symmetric Encryption: A Decentralized, Reliable and Fair Realization",Cloud security
343,"Searchable Symmetric Encryption: A Decentralized, Reliable and Fair Realization",Privacy-preserving systems
343,"Searchable Symmetric Encryption: A Decentralized, Reliable and Fair Realization",Secure and verifiable computation
344,Mass Discovery of Android Traffic Imprints through Instantiated Partial Execution,Mobile security and privacy
344,Mass Discovery of Android Traffic Imprints through Instantiated Partial Execution,Network security
345,Solidus: Confidential Distributed Ledger Transactions via PVORM,Applied cryptography
345,Solidus: Confidential Distributed Ledger Transactions via PVORM,Distributed systems security
345,Solidus: Confidential Distributed Ledger Transactions via PVORM,Privacy-preserving systems
349,Attribute-Privacy Preserved Machine Learning Models under Model Inversion Attack,Machine learning
349,Attribute-Privacy Preserved Machine Learning Models under Model Inversion Attack,Privacy-preserving systems
349,Attribute-Privacy Preserved Machine Learning Models under Model Inversion Attack,Protocols
350,On the (In)effectiveness of Fine-Grained Randomization for Legacy Binaries: In-Depth Analysis and Risk Assessment,Software security
351,Game of Missuggestions: Semantic Analysis of Search-Autocomplete Manipulations,Web security and privacy
352,ARM2GC: Simple and Efficient Garbled Circuit Framework by Skipping,Applied cryptography
352,ARM2GC: Simple and Efficient Garbled Circuit Framework by Skipping,Privacy-preserving systems
352,ARM2GC: Simple and Efficient Garbled Circuit Framework by Skipping,Secure and verifiable computation
353,Static Detection and Mitigation Assessment of Storage Side Channels using Approximate Model Counting,Information flow
353,Static Detection and Mitigation Assessment of Storage Side Channels using Approximate Model Counting,Software security
354,DEFTL: Implementing Plausibly Deniable Encryption in Flash Translation Layer,Forensics
354,DEFTL: Implementing Plausibly Deniable Encryption in Flash Translation Layer,Mobile security and privacy
355,Lunchtime Attack Mitigation with PoPa: Posture Pattern Biometric,Authentication and authorization
355,Lunchtime Attack Mitigation with PoPa: Posture Pattern Biometric,Intrusion detection
355,Lunchtime Attack Mitigation with PoPa: Posture Pattern Biometric,User studies
356,Digging Deception-Enhanced Threat Data for Attack Detection,Intrusion detection
356,Digging Deception-Enhanced Threat Data for Attack Detection,Machine learning
357,Wrist-spy: Snooping Passcode in Mobile Payment Using Wrist-worn Wearables,Mobile security and privacy
358,Deep Models Under the GAN: Information Leakage from Collaborative Deep Learning,Distributed systems security
358,Deep Models Under the GAN: Information Leakage from Collaborative Deep Learning,Machine learning
358,Deep Models Under the GAN: Information Leakage from Collaborative Deep Learning,Privacy-preserving systems
359,CryptMe: Data Leakage Prevention for Unmodified Programs on ARM Devices,Cyber-physical systems (including IoT) security
360,On Attack-Agnostic Defense against Adversarial Inputs,Machine learning
361,"Modular Learning Component Attacks: Today's Reality, Tomorrow's Challenge",Machine learning
361,"Modular Learning Component Attacks: Today's Reality, Tomorrow's Challenge",Software security
362,"CCCP: Closed Caption Crypto Phones to Resist MITM Attacks, Human Errors and Click-Through",Mobile security and privacy
363,Incognitus: Practical Privacy-preserving Web Analytics,Distributed systems security
363,Incognitus: Practical Privacy-preserving Web Analytics,Network security
363,Incognitus: Practical Privacy-preserving Web Analytics,Privacy-preserving systems
364,FAME: Fast Attribute-based Message Encryption,Access control
364,FAME: Fast Attribute-based Message Encryption,Applied cryptography
364,FAME: Fast Attribute-based Message Encryption,Privacy policies
364,FAME: Fast Attribute-based Message Encryption,Protocols
365,FMCode: A 3D In-the-Air Finger Motion Based User Login Framework for Gesture Interface,Authentication and authorization
365,FMCode: A 3D In-the-Air Finger Motion Based User Login Framework for Gesture Interface,Machine learning
366,Privacy-Preserving Face Recognition with Differentially Private Deep Convolutional Neural Networks,Machine learning
366,Privacy-Preserving Face Recognition with Differentially Private Deep Convolutional Neural Networks,Privacy-preserving systems
367,PCA-Gauss: Leveraging Dimensionality Reduction on a Generative Model for Non-Interactive Private Data Release,Privacy-preserving systems
368,Decomposing Binary Code Into Components via Locality-Based Graph Clustering,Malware
368,Decomposing Binary Code Into Components via Locality-Based Graph Clustering,Software security
369,Compact-LWE: Enabling Practically Lightweight Public Key Encryption for Leveled IoT Device Authentication,Applied cryptography
369,Compact-LWE: Enabling Practically Lightweight Public Key Encryption for Leveled IoT Device Authentication,Authentication and authorization
369,Compact-LWE: Enabling Practically Lightweight Public Key Encryption for Leveled IoT Device Authentication,Cyber-physical systems (including IoT) security
370,BinPro: A Tool for Binary Source Code Provenance,Software security
371,uSFI: Ultra-Lightweight Software Fault Isolation for IoT-Class Devices,Access control
371,uSFI: Ultra-Lightweight Software Fault Isolation for IoT-Class Devices,Cyber-physical systems (including IoT) security
371,uSFI: Ultra-Lightweight Software Fault Isolation for IoT-Class Devices,Software security
372,Data-Driven Trust Computing and Resource Clustering for Personalized Cloud Collaboration Service,Cloud security
372,Data-Driven Trust Computing and Resource Clustering for Personalized Cloud Collaboration Service,User studies
373,Brain Hemorrhage: When Brainwaves Leak Medical Conditions,Web security and privacy
374,Wildcard Search over Encrypted Data with High Accuracy,Applied cryptography
374,Wildcard Search over Encrypted Data with High Accuracy,Cloud security
374,Wildcard Search over Encrypted Data with High Accuracy,Privacy-preserving systems
374,Wildcard Search over Encrypted Data with High Accuracy,Protocols
375,Blockchain-based Certificate Transparency and Revocation Transparency,Applied cryptography
375,Blockchain-based Certificate Transparency and Revocation Transparency,Authentication and authorization
375,Blockchain-based Certificate Transparency and Revocation Transparency,Network security
375,Blockchain-based Certificate Transparency and Revocation Transparency,Protocols
376,Smoke Screener or Straight Shooter: Detecting Elite Sybil Attacks in User-Review Social Networks,Intrusion detection
376,Smoke Screener or Straight Shooter: Detecting Elite Sybil Attacks in User-Review Social Networks,Mobile security and privacy
376,Smoke Screener or Straight Shooter: Detecting Elite Sybil Attacks in User-Review Social Networks,Web security and privacy
377,Comparative Analysis and Framework Evaluating Mimicry-Resistant and Invisible Web Authentication Schemes,Authentication and authorization
378,EOS: Searchable Encryption without Access-Pattern Leakage Using Hardware Enclaves,Applied cryptography
378,EOS: Searchable Encryption without Access-Pattern Leakage Using Hardware Enclaves,Cloud security
379,APIARY: Finding Insecure Crypto Key Usage in Binary Executables,Applied cryptography
379,APIARY: Finding Insecure Crypto Key Usage in Binary Executables,Software security
380,Don't Touch My Ad-blocker: Cloaking Ad-blockers With Differential Execution Trace Analysis,Software security
380,Don't Touch My Ad-blocker: Cloaking Ad-blockers With Differential Execution Trace Analysis,Web security and privacy
381,DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,Intrusion detection
381,DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,Machine learning
382,Secure Authentication and Four-way Handshake Scheme for Protected Individual Communication in Public Wi-Fi Networks,Authentication and authorization
382,Secure Authentication and Four-way Handshake Scheme for Protected Individual Communication in Public Wi-Fi Networks,Mobile security and privacy
382,Secure Authentication and Four-way Handshake Scheme for Protected Individual Communication in Public Wi-Fi Networks,Network security
382,Secure Authentication and Four-way Handshake Scheme for Protected Individual Communication in Public Wi-Fi Networks,Privacy-preserving systems
383,Stacco: Differentially Analyzing Side-Channel Traces for Detecting SSL/TLS Vulnerabilities in Secure Enclaves,Hardware and architecture security
383,Stacco: Differentially Analyzing Side-Channel Traces for Detecting SSL/TLS Vulnerabilities in Secure Enclaves,Network security
383,Stacco: Differentially Analyzing Side-Channel Traces for Detecting SSL/TLS Vulnerabilities in Secure Enclaves,Protocols
384,ANF Computation of Cryptographic Primitive Switching Functions using a Netlist Representation,Applied cryptography
384,ANF Computation of Cryptographic Primitive Switching Functions using a Netlist Representation,Hardware and architecture security
385,An Insider's Game: Just-in-Time Code Injection for Active Cyber Deception and Response,Intrusion detection
385,An Insider's Game: Just-in-Time Code Injection for Active Cyber Deception and Response,Software security
386,Enabling PoW-based Blockchain Data Sharding via Proofs of Knowledge,Applied cryptography
386,Enabling PoW-based Blockchain Data Sharding via Proofs of Knowledge,Distributed systems security
387,Detecting Adversarial Examples in Deep Networks with Adaptive Noise Reduction,Machine learning
388,Collision Resistant Hashing from Learning Parity with Noise,Applied cryptography
388,Collision Resistant Hashing from Learning Parity with Noise,Authentication and authorization
389,SAIF against DoS: the Secure Accountable Inter-domain Forwarding Protocol,Network security
389,SAIF against DoS: the Secure Accountable Inter-domain Forwarding Protocol,Protocols
390,No right to remain silent: Isolating Malicious Mixes,Anonymity
391,Secure Publish-Process-Subscribe System for the Internet of Things,Applied cryptography
391,Secure Publish-Process-Subscribe System for the Internet of Things,Cyber-physical systems (including IoT) security
391,Secure Publish-Process-Subscribe System for the Internet of Things,Distributed systems security
391,Secure Publish-Process-Subscribe System for the Internet of Things,Privacy-preserving systems
391,Secure Publish-Process-Subscribe System for the Internet of Things,Protocols
391,Secure Publish-Process-Subscribe System for the Internet of Things,Secure and verifiable computation
392,Computer-aided proofs for secure multiparty computation,Language-based security
392,Computer-aided proofs for secure multiparty computation,Secure and verifiable computation
393,Neural Basis of Voice Hacking: An fNIRS Study of Speaker Legitimacy and Familiarity,User studies
394,A New Constraint of Privacy: $\alpha$-Combined Mutual Information Security,Applied cryptography
394,A New Constraint of Privacy: $\alpha$-Combined Mutual Information Security,Privacy-preserving systems
394,A New Constraint of Privacy: $\alpha$-Combined Mutual Information Security,Protocols
395,Power Control Identification: A Novel Sybil Attack Detection Scheme using RSSI for VANETs,Network security
396,How to Sign with White-Boxed AES,Applied cryptography
396,How to Sign with White-Boxed AES,Protocols
397,Knockin' on Trackers' Door: Large-Scale Automatic Analysis of Web Tracking on the Internet,Privacy-preserving systems
397,Knockin' on Trackers' Door: Large-Scale Automatic Analysis of Web Tracking on the Internet,Web security and privacy
398,Towards Thwarting Template Side-channel Attacks in Secure Cloud Deduplications,Cloud security
398,Towards Thwarting Template Side-channel Attacks in Secure Cloud Deduplications,Privacy-preserving systems
399,CFHider: Protecting Control Flow Confidentiality with SGX,Cloud security
399,CFHider: Protecting Control Flow Confidentiality with SGX,Language-based security
